src_ip_delta_time,log_src_ip_avg_freq,src_ip,dst_ip
3.2e-05,1.4986129291507355,172.20.10.4,140.82.113.22
2e-06,1.4986129291507355,172.20.10.4,140.82.113.22
1e-06,1.4986129291507355,172.20.10.4,140.82.113.22
5e-06,1.4986129291507355,172.20.10.4,140.82.113.22
0.034587,0.4342572089931904,140.82.113.22,172.20.10.4
0.031656,1.4986129291507355,172.20.10.4,140.82.113.22
0.000555,1.4986129291507355,172.20.10.4,140.82.113.22
1.9e-05,1.4986129291507355,172.20.10.4,140.82.113.22
0.311526,0.4342572089931904,140.82.113.22,172.20.10.4
3e-06,0.4342572089931904,140.82.113.22,172.20.10.4
2e-06,0.4342572089931904,140.82.113.22,172.20.10.4
2e-06,0.4342572089931904,140.82.113.22,172.20.10.4
2e-06,0.4342572089931904,140.82.113.22,172.20.10.4
1e-06,0.4342572089931904,140.82.113.22,172.20.10.4
2e-06,0.4342572089931904,140.82.113.22,172.20.10.4
1e-06,0.4342572089931904,140.82.113.22,172.20.10.4
2e-06,0.4342572089931904,140.82.113.22,172.20.10.4
2e-06,0.4342572089931904,140.82.113.22,172.20.10.4
2e-06,0.4342572089931904,140.82.113.22,172.20.10.4
1e-06,0.4342572089931904,140.82.113.22,172.20.10.4
1e-06,0.4342572089931904,140.82.113.22,172.20.10.4
2e-06,0.4342572089931904,140.82.113.22,172.20.10.4
1e-06,0.4342572089931904,140.82.113.22,172.20.10.4
1e-06,0.4342572089931904,140.82.113.22,172.20.10.4
